fighter_name,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,ufc_wins,ufc_losses,ufc_kos,ufc_submissions,td_acc_float,td_def_float,win_rate,ko_rate,sub_rate,striking_eff,grappling
Frank Mir,18,11,0,2.18,47.0,3.84,38%,2.02,40%,54%,2.0,16,11,5,8,0.4,0.54,0.5925925706447196,0.3124999804687512,0.4999999687500019,0.5532994923857868,0.184
Felipe Arantes,18,10,1,2.37,45.0,2.66,64%,0.93,47%,41%,0.7,5,6,1,2,0.47,0.41,0.4545454132231443,0.199999960000008,0.399999920000016,0.858695652173913,0.27730000000000005
Callan Potter,18,9,0,3.18,50.0,4.72,58%,3.29,66%,100%,0.0,1,2,0,0,0.66,1.0,0.33333322222225925,0.0,0.0,0.6597510373443984,0.0
Joe Vedepo,18,9,0,1.43,42.0,5.71,38%,1.07,20%,0%,0.0,0,2,0,0,0.2,0.0,0.0,0.0,0.0,0.24612736660929432,0.2
Ian Loveland,18,10,0,2.71,40.0,2.36,64%,1.0,37%,69%,0.3,1,2,0,0,0.37,0.69,0.33333322222225925,0.0,0.0,1.1016260162601625,0.11470000000000002
Kalindra Faria,18,8,1,2.23,56.0,1.44,45%,1.31,66%,20%,0.7,0,3,0,0,0.66,0.2,0.0,0.0,0.0,1.448051948051948,0.528
Tim Kennedy,18,6,0,2.78,47.0,1.84,62%,2.58,35%,70%,0.7,3,2,1,0,0.35,0.7,0.599999880000024,0.33333322222225925,0.0,1.4329896907216493,0.10500000000000001
Iasmin Lucindo,18,6,0,3.22,45.0,2.8,62%,2.28,55%,68%,0.1,5,2,0,1,0.55,0.68,0.7142856122449125,0.0,0.199999960000008,1.110344827586207,0.176
Eiji Mitsuoka,18,9,2,1.49,49.0,2.26,45%,2.3,36%,20%,1.6,0,2,0,0,0.36,0.2,0.0,0.0,0.0,0.6313559322033898,0.288
Chris Fishgold,18,4,1,2.01,32.0,2.7,46%,2.59,46%,44%,1.3,1,3,0,1,0.46,0.44,0.24999993750001562,0.0,0.9999990000010001,0.7178571428571427,0.25760000000000005
Norifumi Yamamoto,18,6,0,2.09,45.0,2.01,57%,0.41,22%,45%,0.0,0,3,0,0,0.22,0.45,0.0,0.0,0.0,0.990521327014218,0.12100000000000001
Bryce Mitchell,18,4,0,2.27,59.0,1.6,58%,3.24,36%,33%,1.2,9,3,1,1,0.36,0.33,0.7499999375000053,0.11111109876543349,0.11111109876543349,1.3352941176470587,0.24119999999999997
Wellington Turman,18,8,0,3.23,51.0,4.17,45%,1.55,20%,42%,0.8,3,6,0,1,0.2,0.42,0.33333329629630043,0.0,0.33333322222225925,0.756440281030445,0.11600000000000002
Tatsuro Taira,18,1,0,2.94,60.0,2.44,47%,3.12,46%,45%,1.6,8,1,3,3,0.46,0.45,0.8888887901234679,0.3749999531250059,0.3749999531250059,1.1574803149606299,0.25300000000000006
Alexandre Ferreira,18,6,0,2.57,60.0,8.14,42%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.3118932038834951,0.0
Daron Cruickshank,18,10,0,2.88,38.0,2.98,57%,2.04,41%,60%,0.2,6,6,3,0,0.41,0.6,0.4999999583333368,0.49999991666668053,0.0,0.935064935064935,0.164
Claudia Gadelha,18,5,0,3.31,41.0,4.57,57%,3.03,42%,58%,0.7,7,5,0,1,0.42,0.58,0.5833332847222263,0.0,0.1428571224489825,0.708779443254818,0.1764
Katlyn Cerminara,18,6,0,4.58,34.0,4.48,62%,0.31,15%,50%,0.3,11,6,0,0,0.15,0.5,0.6470587854671302,0.0,0.0,1.0,0.075
Alan Belcher,18,8,0,2.7,41.0,3.1,59%,0.44,26%,55%,0.9,9,6,4,3,0.26,0.55,0.5999999600000027,0.44444439506173394,0.33333329629630043,0.84375,0.11699999999999999
Mark Striegl,18,4,0,1.4,45.0,4.07,40%,0.0,0%,66%,0.0,0,2,0,0,0.0,0.66,0.0,0.0,0.0,0.3357314148681055,0.0
Timur Valiev,18,3,0,5.19,53.0,3.33,45%,1.73,40%,55%,0.3,2,1,0,0,0.4,0.55,0.6666664444445185,0.0,0.0,1.5131195335276968,0.18
Victor Valimaki,18,10,0,3.94,30.0,2.99,67%,0.9,14%,0%,0.0,0,2,0,0,0.14,0.0,0.0,0.0,0.0,1.2750809061488673,0.14
Tae Hyun Bang,18,10,0,2.72,38.0,2.07,66%,0.49,33%,57%,0.5,2,3,1,0,0.33,0.57,0.399999920000016,0.499999750000125,0.0,1.2534562211981568,0.14190000000000003
Bryan Barberena,18,12,0,5.35,48.0,4.59,44%,0.13,22%,50%,0.3,9,10,4,1,0.22,0.5,0.47368418559556913,0.44444439506173394,0.11111109876543349,1.140724946695096,0.11
Mizuto Hirota,18,10,2,3.36,40.0,3.5,54%,1.36,50%,58%,0.1,1,5,0,0,0.5,0.58,0.16666663888889352,0.0,0.0,0.9333333333333332,0.21000000000000002
Sammy Morgan,18,12,0,1.05,22.0,3.74,40%,1.43,20%,0%,0.5,0,2,0,0,0.2,0.0,0.0,0.0,0.0,0.2734375,0.2
Fares Ziam,18,4,0,2.87,52.0,1.53,65%,1.73,40%,71%,0.5,8,2,2,0,0.4,0.71,0.7999999200000081,0.24999996875000394,0.0,1.7607361963190185,0.11600000000000002
Sergio Pettis,18,5,0,3.88,37.0,2.91,65%,0.85,40%,67%,0.4,9,5,0,0,0.4,0.67,0.6428570969387788,0.0,0.0,1.2890365448504981,0.13199999999999998
Charles Johnson,18,8,0,4.68,49.0,3.94,56%,0.55,20%,66%,0.4,7,6,3,0,0.2,0.66,0.5384614970414233,0.4285713673469475,0.0,1.1584158415841583,0.06799999999999999
Cory Sandhagen,18,6,0,4.86,45.0,3.47,56%,1.15,34%,56%,0.2,11,5,5,1,0.34,0.56,0.6874999570312527,0.4545454132231443,0.09090908264462885,1.361344537815126,0.14959999999999998
John Makdessi,18,9,0,5.52,49.0,4.15,68%,0.0,0%,86%,0.0,11,9,3,0,0.0,0.86,0.5499999725000013,0.2727272479338866,0.0,1.2988235294117647,0.0
Gabe Ruediger,18,8,0,1.7,31.0,5.16,41%,2.04,11%,28%,0.0,0,3,0,0,0.11,0.28,0.0,0.0,0.0,0.3231939163498099,0.07919999999999999
Mairon Santos,18,1,0,3.33,48.0,2.24,65%,0.0,0%,69%,0.0,4,0,2,0,0.0,0.69,0.9999997500000625,0.49999987500003124,0.0,1.423076923076923,0.0
Angela Hill,18,16,0,5.37,50.0,5.02,60%,0.75,30%,72%,0.1,13,16,1,1,0.3,0.72,0.4482758466111777,0.07692307100591762,0.07692307100591762,1.0488281250000002,0.084
Kyle Prepolec,18,10,0,3.25,34.0,5.69,48%,0.0,0%,45%,0.0,0,4,0,0,0.0,0.45,0.0,0.0,0.0,0.5613126079447323,0.0
Zabit Magomedsharipov,18,1,0,4.89,48.0,3.0,64%,5.22,56%,77%,0.8,6,0,0,3,0.56,0.77,0.9999998333333611,0.0,0.49999991666668053,1.5774193548387094,0.1288
Chepe Mariscal,18,7,0,4.14,55.0,2.66,52%,2.34,39%,59%,0.2,5,1,1,0,0.39,0.59,0.8333331944444675,0.199999960000008,0.0,1.4999999999999998,0.15990000000000001
Ike Villanueva,18,14,0,3.66,38.0,7.24,36%,0.6,50%,100%,0.0,1,5,1,0,0.5,1.0,0.16666663888889352,0.9999990000010001,0.0,0.49863760217983655,0.0
Dylan Andrews,18,7,0,2.21,50.0,2.72,46%,2.83,50%,57%,0.4,2,3,2,0,0.5,0.57,0.399999920000016,0.99999950000025,0.0,0.7836879432624112,0.21500000000000002
Pedro Nobre,18,4,2,1.37,30.0,9.16,35%,0.0,0%,0%,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.14794816414686826,0.0
David Heath,18,7,0,1.48,30.0,5.16,49%,0.33,50%,57%,1.0,2,3,0,1,0.5,0.57,0.399999920000016,0.0,0.499999750000125,0.2813688212927757,0.21500000000000002
Scott Smith,18,11,0,1.9,27.0,5.87,50%,0.12,6%,58%,0.5,1,3,1,0,0.06,0.58,0.24999993750001562,0.9999990000010001,0.0,0.3182579564489112,0.0252
Kiichi Kunimoto,18,7,2,1.87,44.0,3.92,41%,1.59,20%,28%,0.3,3,2,0,1,0.2,0.28,0.599999880000024,0.0,0.33333322222225925,0.46517412935323393,0.144
Leo Kuntz,18,4,1,1.68,32.0,3.8,45%,1.99,25%,33%,0.7,0,2,0,0,0.25,0.33,0.0,0.0,0.0,0.43076923076923074,0.16749999999999998
Brad Blackburn,18,13,1,4.55,35.0,3.59,65%,0.93,50%,76%,0.7,3,2,1,0,0.5,0.76,0.599999880000024,0.33333322222225925,0.0,1.2330623306233062,0.12
Jared Cannonier,18,9,0,4.42,49.0,4.35,56%,0.54,40%,64%,0.0,11,9,7,0,0.4,0.64,0.5499999725000013,0.636363578512402,0.0,0.9932584269662923,0.144
Danny Roberts,18,8,0,3.18,39.0,3.73,50%,0.24,9%,57%,0.2,7,7,3,1,0.09,0.57,0.49999996428571686,0.4285713673469475,0.1428571224489825,0.8302872062663186,0.038700000000000005
Rob Emerson,18,12,0,2.5,30.0,2.83,64%,2.02,52%,65%,0.4,3,3,1,0,0.52,0.65,0.49999991666668053,0.33333322222225925,0.0,0.8532423208191126,0.182
Leonardo Santos,18,7,1,2.82,46.0,3.4,54%,0.88,25%,86%,0.2,7,3,2,2,0.25,0.86,0.699999930000007,0.285714244897965,0.285714244897965,0.8057142857142857,0.035
Serghei Spivac,18,6,0,3.57,47.0,4.23,52%,3.82,59%,63%,0.5,9,6,3,3,0.59,0.63,0.5999999600000027,0.33333329629630043,0.33333329629630043,0.8244803695150115,0.2183
Jakub Wiklacz,18,3,2,3.4,44.0,3.87,46%,0.0,0%,41%,2.5,2,0,0,1,0.0,0.41,0.99999950000025,0.0,0.499999750000125,0.8564231738035264,0.0
Daniel Marcos,18,1,0,4.9,53.0,3.79,61%,1.35,52%,85%,0.1,5,1,1,1,0.52,0.85,0.8333331944444675,0.199999960000008,0.199999960000008,1.2596401028277635,0.07800000000000001
Philipe Lins,18,5,0,3.8,49.0,3.59,46%,1.65,33%,100%,0.0,4,2,1,0,0.33,1.0,0.6666665555555741,0.24999993750001562,0.0,1.029810298102981,0.0
Rafa Garcia,18,4,0,4.31,45.0,4.54,61%,3.13,44%,76%,0.5,6,4,1,1,0.44,0.76,0.599999940000006,0.16666663888889352,0.16666663888889352,0.9288793103448275,0.1056
Aaron Rosa,18,6,0,4.03,47.0,4.41,45%,0.36,33%,85%,0.4,1,2,0,0,0.33,0.85,0.33333322222225925,0.0,0.0,0.8935698447893571,0.04950000000000001
Antonio Mendes,18,13,0,1.34,47.0,6.85,22%,2.51,50%,100%,0.0,0,2,0,0,0.5,1.0,0.0,0.0,0.0,0.19280575539568348,0.0
Yoshiyuki Yoshida,18,9,0,0.85,36.0,3.67,36%,1.41,28%,25%,2.8,2,3,0,2,0.28,0.25,0.399999920000016,0.0,0.99999950000025,0.22546419098143236,0.21000000000000002
Caio Borralho,18,2,0,3.47,56.0,2.61,60%,1.25,50%,76%,0.4,8,1,1,1,0.5,0.76,0.8888887901234679,0.12499998437500197,0.12499998437500197,1.2804428044280445,0.12
Crafton Wallace,18,6,1,1.55,44.0,2.36,47%,0.0,0%,42%,0.0,0,2,0,0,0.0,0.42,0.0,0.0,0.0,0.6300813008130082,0.0
Alexandr Romanov,18,3,0,3.78,51.0,2.13,54%,4.49,55%,28%,0.9,7,3,1,3,0.55,0.28,0.699999930000007,0.1428571224489825,0.4285713673469475,1.695067264573991,0.396
Joe Soto,18,7,0,3.36,41.0,5.37,67%,0.85,21%,70%,1.9,3,5,0,2,0.21,0.7,0.3749999531250059,0.0,0.6666664444445185,0.6142595978062158,0.063
Chad Mendes,18,5,0,2.78,49.0,2.35,67%,4.13,55%,100%,0.3,9,5,6,0,0.55,1.0,0.6428570969387788,0.6666665925926009,0.0,1.1346938775510202,0.0
Sean Salmon,18,21,0,1.49,33.0,2.03,65%,4.06,50%,0%,0.0,0,2,0,0,0.5,0.0,0.0,0.0,0.0,0.6995305164319249,0.5
Kevin Lee,18,8,0,3.88,42.0,3.6,50%,3.18,43%,75%,0.8,11,8,2,4,0.43,0.75,0.5789473379501401,0.1818181652892577,0.3636363305785154,1.0486486486486486,0.1075
Jordan Griffin,18,9,0,2.52,46.0,3.02,50%,1.45,35%,42%,1.9,1,4,0,1,0.35,0.42,0.199999960000008,0.0,0.9999990000010001,0.8076923076923077,0.203
Travis Browne,18,7,1,2.93,41.0,4.31,42%,1.21,68%,75%,0.2,9,7,7,1,0.68,0.75,0.5624999648437522,0.7777776913580343,0.11111109876543349,0.6643990929705217,0.17
Robert Bryczek,18,6,0,3.74,36.0,4.08,59%,0.56,100%,85%,0.0,1,1,1,0,1.0,0.85,0.499999750000125,0.9999990000010001,0.0,0.8947368421052633,0.15000000000000002
Bogdan Guskov,18,3,1,4.57,55.0,4.09,44%,0.0,0%,57%,0.7,4,1,3,1,0.0,0.57,0.799999840000032,0.7499998125000469,0.24999993750001562,1.090692124105012,0.0
Alexander Gustafsson,18,8,0,4.03,40.0,3.53,51%,1.53,39%,83%,0.4,10,8,5,2,0.39,0.83,0.5555555246913597,0.499999950000005,0.19999998000000202,1.1101928374655647,0.06630000000000001
Jack Della Maddalena,18,3,0,5.57,51.0,3.84,63%,0.13,10%,64%,0.1,8,1,4,1,0.1,0.64,0.8888887901234679,0.4999999375000079,0.12499998437500197,1.4137055837563453,0.036
Kazuki Tokudome,18,7,1,2.26,41.0,3.63,53%,2.0,38%,78%,0.0,1,3,0,0,0.38,0.78,0.24999993750001562,0.0,0.0,0.6058981233243967,0.0836
Will Brooks,18,4,0,4.26,59.0,2.54,56%,2.08,51%,82%,0.3,1,3,0,0,0.51,0.82,0.24999993750001562,0.0,0.0,1.6136363636363635,0.09180000000000002
Uriah Hall,18,11,0,3.23,48.0,3.85,54%,0.54,38%,64%,0.1,10,9,6,0,0.38,0.64,0.5263157617728547,0.599999940000006,0.0,0.8177215189873417,0.1368
Lucas Rocha,18,2,0,5.09,49.0,3.67,56%,1.64,75%,76%,0.0,1,1,0,0,0.75,0.76,0.499999750000125,0.0,0.0,1.3501326259946949,0.18
Nasrat Haqparast,18,6,0,6.36,45.0,6.0,63%,0.34,20%,86%,0.0,10,5,2,0,0.2,0.86,0.6666666222222252,0.19999998000000202,0.0,1.0426229508196723,0.028000000000000004
Ben Alloway,18,8,0,1.28,49.0,1.9,59%,0.62,50%,26%,0.0,1,2,1,0,0.5,0.26,0.33333322222225925,0.9999990000010001,0.0,0.64,0.37
Marvin Eastman,18,15,1,2.21,35.0,3.92,42%,1.38,33%,81%,0.0,1,4,0,0,0.33,0.81,0.199999960000008,0.0,0.0,0.5497512437810945,0.06269999999999999
Baergeng Jieleyisi,18,7,0,1.61,35.0,2.62,52%,1.73,38%,78%,0.2,0,1,0,0,0.38,0.78,0.0,0.0,0.0,0.5919117647058824,0.0836
Hernani Perpetuo,18,5,0,2.73,29.0,4.37,55%,0.0,0%,37%,0.5,0,2,0,0,0.0,0.37,0.0,0.0,0.0,0.610738255033557,0.0
Lorenz Larkin,18,6,0,3.53,46.0,2.74,63%,0.27,42%,79%,0.1,5,5,3,0,0.42,0.79,0.499999950000005,0.599999880000024,0.0,1.242957746478873,0.08819999999999999
Nate Landwehr,18,7,0,5.63,45.0,5.83,52%,0.76,41%,71%,0.8,5,5,1,2,0.41,0.71,0.499999950000005,0.199999960000008,0.399999920000016,0.9494097807757167,0.1189
Saimon Oliveira,18,7,0,2.62,42.0,3.87,45%,1.18,28%,36%,1.2,0,4,0,0,0.28,0.36,0.0,0.0,0.0,0.6599496221662469,0.17920000000000003
Billy Quarantillo,18,7,0,7.44,54.0,5.83,42%,1.47,24%,61%,1.0,6,5,3,1,0.24,0.61,0.5454544958677732,0.49999991666668053,0.16666663888889352,1.2546374367622262,0.0936
Sean Brady,18,2,0,3.96,55.0,3.05,59%,3.53,53%,86%,0.9,8,2,0,4,0.53,0.86,0.7999999200000081,0.0,0.4999999375000079,1.2571428571428571,0.07420000000000002
Joanderson Brito,18,5,1,2.43,51.0,2.32,44%,3.38,67%,47%,1.1,6,3,2,2,0.67,0.47,0.6666665925926009,0.33333327777778704,0.33333327777778704,1.0041322314049588,0.3551
Loik Radzhabov,18,6,1,2.89,44.0,3.76,46%,4.65,57%,42%,0.0,2,2,1,0,0.57,0.42,0.49999987500003124,0.499999750000125,0.0,0.7487046632124353,0.3306
Paulo Thiago,18,9,0,1.71,39.0,1.99,63%,1.42,31%,63%,1.2,5,8,1,1,0.31,0.63,0.3846153550295881,0.199999960000008,0.199999960000008,0.8181818181818182,0.1147
Piotr Hallmann,18,6,0,3.98,45.0,3.17,58%,2.55,44%,70%,0.4,2,4,0,2,0.44,0.7,0.33333327777778704,0.0,0.99999950000025,1.2171253822629968,0.13200000000000003
Rameau Thierry Sokoudjou,18,18,0,2.26,45.0,2.61,56%,1.93,47%,78%,0.9,1,2,1,0,0.47,0.78,0.33333322222225925,0.9999990000010001,0.0,0.8339483394833948,0.10339999999999998
Evan Dunham,18,9,1,5.33,39.0,3.54,61%,1.82,33%,79%,1.0,11,9,1,1,0.33,0.79,0.5499999725000013,0.09090908264462885,0.09090908264462885,1.4642857142857142,0.06929999999999999
Bill Algeo,18,9,0,5.88,51.0,4.38,47%,1.03,50%,55%,0.1,5,5,1,1,0.5,0.55,0.499999950000005,0.199999960000008,0.199999960000008,1.3125000000000002,0.22499999999999998
Lavar Johnson,18,10,0,5.39,55.0,2.54,55%,0.61,66%,54%,0.6,2,2,2,0,0.66,0.54,0.49999987500003124,0.99999950000025,0.0,2.0416666666666665,0.3036
Youssef Zalal,18,5,1,3.03,50.0,1.78,66%,2.17,31%,59%,1.4,8,3,0,4,0.31,0.59,0.7272726611570308,0.0,0.4999999375000079,1.6117021276595742,0.12710000000000002
Mike Pierce,17,7,0,2.62,42.0,2.36,62%,3.08,42%,71%,0.2,9,5,3,1,0.42,0.71,0.6428570969387788,0.33333329629630043,0.11111109876543349,1.0650406504065042,0.1218
Damien Brown,17,12,0,3.66,38.0,4.86,50%,0.68,27%,53%,0.7,2,4,1,0,0.27,0.53,0.33333327777778704,0.499999750000125,0.0,0.7379032258064516,0.1269
Kyle Nelson,17,6,1,3.6,45.0,4.48,53%,1.18,23%,66%,0.5,5,5,2,0,0.23,0.66,0.499999950000005,0.399999920000016,0.0,0.7860262008733625,0.07819999999999999
Davey Grant,17,8,0,5.14,44.0,3.82,55%,1.03,40%,63%,0.2,8,7,3,1,0.4,0.63,0.5333332977777802,0.3749999531250059,0.12499998437500197,1.3112244897959182,0.148
Keith Jardine,17,11,2,3.25,36.0,2.98,59%,1.18,45%,62%,0.7,6,7,2,0,0.45,0.62,0.4615384260355057,0.33333327777778704,0.0,1.0551948051948052,0.171
Michael McDonald,17,4,0,2.69,42.0,2.76,57%,1.09,66%,52%,1.4,6,3,2,2,0.66,0.52,0.6666665925926009,0.33333327777778704,0.33333327777778704,0.9405594405594406,0.3168
Marina Rodriguez,17,6,2,4.51,46.0,3.01,55%,0.27,50%,61%,0.3,7,6,2,0,0.5,0.61,0.5384614970414233,0.285714244897965,0.0,1.45016077170418,0.195
CB Dollaway,17,9,0,2.65,47.0,2.58,54%,3.55,54%,62%,1.2,11,9,2,2,0.54,0.62,0.5499999725000013,0.1818181652892577,0.1818181652892577,0.9888059701492536,0.20520000000000002
Chan Sung Jung,17,8,0,3.93,41.0,4.52,52%,0.7,44%,72%,0.6,7,5,4,2,0.44,0.72,0.5833332847222263,0.57142848979593,0.285714244897965,0.8506493506493509,0.12320000000000002
Myles Jury,17,4,0,2.94,42.0,2.16,66%,2.16,55%,50%,0.3,8,4,3,1,0.55,0.5,0.6666666111111158,0.3749999531250059,0.12499998437500197,1.3008849557522122,0.275
Matt Schnell,17,10,0,4.07,40.0,4.11,55%,0.6,45%,43%,1.2,7,8,0,3,0.45,0.43,0.46666663555555765,0.0,0.4285713673469475,0.9667458432304039,0.25650000000000006
Chico Camus,17,7,0,2.58,41.0,2.46,64%,0.77,40%,72%,0.4,3,4,0,0,0.4,0.72,0.4285713673469475,0.0,0.0,1.0078125,0.11200000000000002
Gabriel Gonzaga,17,11,0,2.12,45.0,2.94,57%,2.8,39%,66%,1.1,12,10,7,4,0.39,0.66,0.5454545206611581,0.5833332847222263,0.3333333055555579,0.6973684210526316,0.1326
Kevin Randleman,17,16,0,1.26,54.0,1.12,57%,2.0,56%,30%,0.8,4,3,0,0,0.56,0.3,0.57142848979593,0.0,0.0,1.0327868852459015,0.392
Gideon Ray,17,15,1,2.08,40.0,2.58,53%,1.49,100%,0%,0.0,0,3,0,0,1.0,0.0,0.0,0.0,0.0,0.7761194029850746,1.0
Miranda Maverick,17,6,0,3.22,44.0,2.25,61%,2.16,40%,45%,0.4,8,4,0,2,0.4,0.45,0.6666666111111158,0.0,0.24999996875000394,1.3702127659574468,0.22000000000000003
Cody Durden,17,10,1,3.34,44.0,4.19,50%,3.89,46%,60%,0.6,6,8,1,1,0.46,0.6,0.42857139795918586,0.16666663888889352,0.16666663888889352,0.7785547785547785,0.18400000000000002
Terrance McKinney,17,8,0,6.24,56.0,3.46,43%,3.34,40%,72%,2.1,7,5,4,3,0.4,0.72,0.5833332847222263,0.57142848979593,0.4285713673469475,1.752808988764045,0.11200000000000002
Houston Alexander,17,15,1,3.06,54.0,3.2,52%,1.19,57%,33%,0.0,2,4,2,0,0.57,0.33,0.33333327777778704,0.99999950000025,0.0,0.9272727272727272,0.3818999999999999
Marcio Alexandre Junior,17,4,0,1.61,45.0,2.89,42%,0.35,20%,66%,0.7,0,3,0,0,0.2,0.66,0.0,0.0,0.0,0.5384615384615384,0.06799999999999999
Terrion Ware,17,9,0,4.02,32.0,6.07,50%,0.5,22%,44%,0.0,0,4,0,0,0.22,0.44,0.0,0.0,0.0,0.6515397082658022,0.12320000000000002
Luiz Cane,17,7,0,4.79,41.0,5.0,60%,0.56,28%,100%,0.3,4,5,3,0,0.28,1.0,0.44444439506173394,0.7499998125000469,0.0,0.9392156862745099,0.0
Kalib Starnes,17,11,1,2.71,48.0,4.43,53%,1.46,33%,25%,0.6,2,3,0,1,0.33,0.25,0.399999920000016,0.0,0.499999750000125,0.598233995584989,0.2475
Francis Ngannou,17,3,0,2.33,41.0,2.16,41%,0.76,62%,71%,0.3,12,2,9,1,0.62,0.71,0.8571427959183717,0.7499999375000053,0.08333332638888948,1.0309734513274336,0.17980000000000002
TJ Brown,17,11,0,3.37,44.0,2.89,49%,3.41,57%,36%,1.3,3,5,0,1,0.57,0.36,0.3749999531250059,0.0,0.33333322222225925,1.1270903010033444,0.36479999999999996
Ilir Latifi,17,9,0,2.05,45.0,2.93,56%,2.11,35%,100%,0.3,9,7,3,2,0.35,1.0,0.5624999648437522,0.33333329629630043,0.22222219753086697,0.6765676567656764,0.0
Dan Lauzon,17,6,0,1.34,25.0,4.09,61%,1.63,33%,80%,2.7,0,3,0,0,0.33,0.8,0.0,0.0,0.0,0.31980906921241053,0.06599999999999999
Dhiego Lima,17,9,0,3.12,39.0,3.88,58%,1.26,34%,73%,0.6,4,7,1,0,0.34,0.73,0.3636363305785154,0.24999993750001562,0.0,0.7839195979899498,0.0918
Benoit Saint Denis,17,3,0,5.62,58.0,4.09,42%,4.19,35%,72%,1.8,9,3,5,4,0.35,0.72,0.7499999375000053,0.5555554938271674,0.44444439506173394,1.3412887828162292,0.098
Gian Villante,17,14,0,4.38,44.0,5.47,55%,0.45,23%,83%,0.0,7,11,4,0,0.23,0.83,0.3888888672839518,0.57142848979593,0.0,0.7863554757630162,0.03910000000000001
Chris Cariaso,17,8,0,3.35,43.0,2.23,61%,1.11,39%,57%,0.8,7,6,1,0,0.39,0.57,0.5384614970414233,0.1428571224489825,0.0,1.4377682403433476,0.16770000000000002
Sean O'Connell,17,9,0,5.46,48.0,6.77,45%,0.0,0%,30%,0.5,2,5,2,0,0.0,0.3,0.285714244897965,0.99999950000025,0.0,0.794759825327511,0.0
Makwan Amirkhani,17,9,0,1.33,44.0,2.98,46%,3.96,43%,35%,1.1,7,7,1,4,0.43,0.35,0.49999996428571686,0.1428571224489825,0.57142848979593,0.4318181818181818,0.2795
Jean Matsumoto,17,2,0,5.37,39.0,5.41,47%,3.0,48%,56%,0.5,3,2,0,1,0.48,0.56,0.599999880000024,0.0,0.33333322222225925,0.9745916515426498,0.21119999999999997
Ronaldo Rodriguez,17,3,0,2.71,43.0,3.8,44%,1.09,36%,64%,0.8,2,1,0,1,0.36,0.64,0.6666664444445185,0.0,0.499999750000125,0.6948717948717948,0.1296
Chuck O'Neil,17,9,0,3.13,37.0,4.4,72%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.6955555555555555,0.0
Seo Hee Ham,17,8,0,4.2,39.0,5.15,61%,0.0,0%,66%,0.2,1,3,0,0,0.0,0.66,0.24999993750001562,0.0,0.0,0.8,0.0
Louis Smolka,17,9,0,4.67,47.0,4.11,53%,1.69,35%,32%,1.8,8,9,4,2,0.35,0.32,0.47058820761245834,0.4999999375000079,0.24999996875000394,1.1092636579572446,0.23799999999999996
Peter Sobotta,17,7,1,2.14,40.0,2.9,58%,1.53,32%,77%,0.5,4,6,1,1,0.32,0.77,0.39999996000000404,0.24999993750001562,0.24999993750001562,0.7133333333333334,0.0736
Abubakar Nurmagomedov,17,4,1,2.78,53.0,2.61,65%,1.25,22%,88%,0.0,2,2,0,0,0.22,0.88,0.49999987500003124,0.0,0.0,1.025830258302583,0.0264
Matt Veach,17,5,0,1.12,28.0,4.91,44%,3.64,38%,100%,1.5,1,2,1,0,0.38,1.0,0.33333322222225925,0.9999990000010001,0.0,0.22355289421157687,0.0
Danny Castillo,17,10,0,2.57,42.0,1.96,62%,2.95,38%,63%,0.2,7,7,2,0,0.38,0.63,0.49999996428571686,0.285714244897965,0.0,1.2475728155339805,0.1406
Luke Caudillo,17,17,0,1.97,28.0,5.07,55%,0.44,20%,85%,0.0,0,2,0,0,0.2,0.85,0.0,0.0,0.0,0.38104448742746616,0.030000000000000006
Ednaldo Oliveira,17,3,1,1.03,22.0,1.8,52%,0.0,0%,42%,0.0,0,2,0,0,0.0,0.42,0.0,0.0,0.0,0.5421052631578948,0.0
Tom Watson,17,9,0,4.01,44.0,4.41,50%,0.15,7%,43%,0.0,2,5,1,0,0.07,0.43,0.285714244897965,0.499999750000125,0.0,0.8891352549889135,0.039900000000000005
Joselyne Edwards,17,6,0,4.61,53.0,3.24,50%,1.43,40%,61%,0.6,8,4,2,2,0.4,0.61,0.6666666111111158,0.24999996875000394,0.24999996875000394,1.3802395209580838,0.15600000000000003
Marc Diakiese,17,7,0,2.54,40.0,2.64,52%,3.29,43%,66%,0.0,8,7,2,0,0.43,0.66,0.5333332977777802,0.24999996875000394,0.0,0.927007299270073,0.1462
Brendan Loughnane,17,3,0,6.23,63.0,6.7,53%,1.5,30%,92%,0.0,0,1,0,0,0.3,0.92,0.0,0.0,0.0,0.9161764705882354,0.023999999999999987
Lerone Murphy,17,0,1,4.48,53.0,2.51,61%,1.41,54%,51%,0.5,9,0,3,0,0.54,0.51,0.9999998888889013,0.33333329629630043,0.0,1.7164750957854409,0.2646
John Hathaway,17,2,0,3.4,40.0,1.8,62%,2.61,43%,60%,0.9,7,2,1,0,0.43,0.6,0.7777776913580343,0.1428571224489825,0.0,1.789473684210526,0.17200000000000001
Michihiro Omigawa,17,14,1,2.01,39.0,3.06,64%,1.19,36%,49%,1.5,1,6,0,0,0.36,0.49,0.1428571224489825,0.0,0.0,0.6360759493670886,0.18359999999999999
